x, y
1.000593713620489, 6.03831780762565
1.0511757857974389, 5.553807409012132
1.1021303841676369, 5.15207972270364
1.150523864959255, 4.825417027729636
1.2019208381839348, 4.505090987868284
1.2508149010477299, 4.258042677642981
1.300139697322468, 4.032847703639515
1.350419091967404, 3.8695569757365686
1.4067171129220024, 3.6433871317157713
1.45023282887078, 3.5321707105719238
1.5049476135040745, 3.3789536395147315
1.550535506402794, 3.2730990034662044
