P,eps,s,Delta,nB,val_loss
0.4916973902876738,0.5821513816667387,0.5165566046234271,1.2783426553828303,1.0143064893782139,0.0005828260841215967
0.5426419631588447,0.481233607942769,0.4491690807983793,1.0852630997907362,0.9866706095635891,0.0005959118220825414
0.48928895546093665,0.2566053193456617,0.23093153217550008,0.7611940511841614,0.5536441691219807,0.0005068826859370723
0.6082836966537377,0.3037919027163215,0.29771072819054867,0.7806418605236165,1.1697356589138508,0.0005895388682127978
0.5561141320756955,0.3513420741896356,0.34269345907886817,0.7516441321334586,0.7642228621989489,0.0005612365039077501
